Title_ID,Titles,Categories,Date_Added,Ratings,Description
tid172,The Loud House Movie,Movie,2021-08-20,TV-Y7,"With his parents and all 10 sisters in tow, Lincoln Loud heads to Scotland and learns that royalty runs in the family in this global musical journey!"
tid173,A Faraway Land,Movie,2021-08-19,TV-PG,"In the Faroe Islands, a married woman meets a reporter filming a documentary on overseas Filipino workers, which soon sparks a complicated love story."
tid174,Like Crazy,Movie,2021-08-19,PG-13,A spirited exchange student and an American man fall in love in LA. But their romance faces an uphill battle when she is forced to return to England.
tid175,Black Island,Movie,2021-08-18,TV-MA,The dark secrets of a seemingly peaceful island threaten to swallow up an orphaned student when he grows close to a mysterious new teacher.
tid176,Bombay,Movie,2021-08-18,TV-14,"Years after they elope against their family’s wishes, a couple and their sons become caught in the throes of conflict in their city."
tid177,Memories of a Murderer: The Nilsen Tapes,Movie,2021-08-18,TV-MA,Serial killer Dennis Nilsen narrates his life and horrific crimes via a series of chilling audiotapes recorded from his jail cell.
tid178,Nneka The Pretty Serpent,Movie,2021-08-18,TV-14,"Years after the mysterious murder of her parents, a traumatized woman gains supernatural powers that aid in her quest for revenge against the killers."
tid179,O Kadhal Kanmani,Movie,2021-08-18,TV-14,"It's love at first sight for a young couple repelled by the concept of marriage, but their view shifts when they meet their older-couple neighbors."
tid180,Out of my league,Movie,2021-08-18,TV-MA,"Tired of swiping through the dating scene with her besties in tow, a charming yet awkward woman with a rare genetic disorder sets her sights on love."
tid181,Pahuna,Movie,2021-08-18,TV-PG,"Fleeing unrest in their native Nepal, three young siblings separated from their parents must beat the odds to survive on their own in India."
tid182,The Secret Diary of an Exchange Student,Movie,2021-08-18,TV-14,"Looking to shake things up, two best friends embark on a life-changing adventure abroad as exchange students. But can they stay out of trouble?"
tid183,Untold: Deal With the Devil,Movie,2021-08-18,TV-MA,"Christy Martin broke boundaries and noses as she rose in the boxing world, but her public persona belied personal demons, abuse and a threat on her life."
tid184,Walk of Shame,Movie,2021-08-16,R,"After a night of boozy carousing, a local newscaster finds herself stranded on the streets of LA just hours before the job interview of a lifetime."
tid185,The Piano,Movie,2021-08-15,R,"With her daughter and her beloved piano in tow, a mute Scottish woman arrives in New Zealand, where a gruff loner sets out to seduce her."
tid186,Unroyal,Movie,2021-08-15,TV-MA,"When a rude and arrogant princess finds herself relying on a gatekeeper after a terrible accident, it may be enough to make her change her ways."
tid187,Beckett,Movie,2021-08-13,TV-MA,An American tourist goes on the run in Greece after a tragic accident plunges him into a political conspiracy that makes him a target for assassination.
tid188,Gone for Good,TV Show,2021-08-13,TV-MA,"Ten years after losing two loved ones, a man is plunged into another dizzying mystery when his girlfriend vanishes. Based on a Harlan Coben novel."
tid189,Valeria,TV Show,2021-08-13,TV-MA,"A writer in creative and marital crises finds support from three friends, who are also discovering themselves. Based on the novels by Elísabet Benavent."
tid190,Lokillo: Nothing's the Same,Movie,2021-08-12,TV-MA,"Through songs and puns, comedian Lokillo Florez hilariously reviews how Latin Americans have adjusted to a new world where no-hugging policies prevail."
tid191,Monster Hunter: Legends of the Guild,Movie,2021-08-12,TV-PG,"In a world where humans and fearsome monsters live in an uneasy balance, young hunter Aiden fights to save his village from destruction by a dragon."
tid192,Brother Jekwu,Movie,2021-08-11,TV-14,"Chasing wild success, a village hustler follows his cousin from Nigeria to Kenya and stumbles into the shady business affairs of a notorious overlord."
tid193,La diosa del asfalto,Movie,2021-08-11,TV-MA,"A woman from a tough neighborhood outside Mexico City comes home a rock star, inadvertently provoking a confrontation with the ghosts of her past."
tid194,Misha and the Wolves,Movie,2021-08-11,PG-13,"As a little girl, she escaped the Holocaust and lived among wolves. Or did she? An extraordinary story elicits sympathy — then draws scrutiny."
tid195,The Kissing Booth 3,Movie,2021-08-11,TV-14,"Determined to make the most of her final summer before college, Elle plans the ultimate bucket list as she navigates what comes next with Noah and Lee."
tid196,The Railway Man,Movie,2021-08-11,R,"Decades after World War II, a still-shattered soldier unexpectedly falls in love and sees a bizarre coincidence bring his past back into focus."
tid197,I Need Romance,TV Show,2021-08-10,TV-14,"A workaholic who lost interest in romance reunites with an old flame and gifted music composer, who's determined to restore her belief in love."
tid198,Untold: Malice at the Palace,Movie,2021-08-10,TV-MA,"Key figures from an infamous 2004 incident between players and fans at an NBA game in Michigan discuss the fight, its fallout and its lasting legacy."
tid199,Quartet,Movie,2021-08-08,PG-13,"To save their posh retirement home, former opera stars plan a gala recital — until the biggest diva among them refuses to sing."
tid200,Slay,Movie,2021-08-08,TV-MA,"In pursuit of both success and validation, a group of tech-savvy individuals juggle intimate encounters, first impressions and romantic opportunities."
tid201,Takizawa Kabuki ZERO 2020 The Movie,Movie,2021-08-07,TV-PG,"Superstar Hideaki Takizawa reimagines his acclaimed kabuki production for the screen, featuring the dynamic talents of idol group Snow Man."
tid202,The Paper Tigers,Movie,2021-08-07,PG-13,"After reuniting as middle-aged men, three kung-fu prodigies must set their differences aside and dust off their skills to avenge their beloved mentor."
tid203,Navarasa,TV Show,2021-08-06,TV-MA,"From amusement to awe, the nine human emotions of Indian aesthetic theory are explored in this anthology series."
tid204,Quam's Money,Movie,2021-08-06,TV-MA,"In this sequel to ""New Money,"" Quam, a security guard turned multimillionaire, lives the good life with his fortune until he falls victim to fraud."
tid205,The Swarm,Movie,2021-08-06,TV-14,"A single mother breeds locusts as high-protein food, but has trouble getting them to reproduce — until she finds they have a taste for blood."
tid206,Vivo,Movie,2021-08-06,PG,A music-loving kinkajou embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.
tid207,Chennai Express,Movie,2021-08-05,TV-14,What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes.
tid208,City of God: 10 Years Later,Movie,2021-08-05,TV-MA,"A decade after the seminal Brazilian film ""City of God,"" this documentary reunites some of the cast and crew to find out what paths their lives took."
tid209,Esperando la carroza,Movie,2021-08-05,TV-MA,Cora has three sons and a daughter and she´s almost 80. One day during a family reunion the big question comes up: who will be her heir?
tid210,Lady Boss: The Jackie Collins Story,Movie,2021-08-05,TV-14,"""Queen of Sleaze"" or feminist pioneer? Powerhouse novelist Jackie Collins created a brash sex-positive persona while hiding her private struggles."
tid211,Tango Feroz,Movie,2021-08-05,TV-MA,"One of the first rock stars in Argentina, Tango leads a full life during an era of social unrest – one of both glory and despair."
tid212,'76,Movie,2021-08-04,TV-PG,"When her husband is accused of taking part in an attempted military coup, a pregnant woman's life takes an emotional turn. Inspired by true events."
tid213,Aftermath,Movie,2021-08-04,TV-MA,"Desperate to save their marriage, a young couple takes a deal and moves into their dream home, but disturbing events reveal the house's troubled history."
tid214,American Masters: Inventing David Geffen,Movie,2021-08-04,TV-MA,"The son of Jewish immigrants, David Geffen emerged from a humble upbringing to become one of the most powerful media personalities in America."
tid215,Cocaine Cowboys: The Kings of Miami,TV Show,2021-08-04,TV-MA,Two childhood friends go from high school dropouts to the most powerful drug kingpins in Miami in this true story of a crime saga that spanned decades.
tid216,Heavy,Movie,2021-08-03,R,Overweight Victor hides from the world making pizzas in his mother's gloomy dive until a new waitress blows in and disrupts his isolation.
tid217,Ije: The Journey,Movie,2021-08-03,TV-MA,"When her sister is accused of multiple murders, a Nigerian woman travels to Los Angeles to uncover the truth and fight for her sibling’s freedom."
tid218,Office Girls,TV Show,2021-08-03,TV-14,"A department store mogul has his son work incognito in a menial job to prove his worthiness, while female co-workers teach him how normal people live."
tid219,Pray Away,Movie,2021-08-03,PG-13,"Ex-leaders and a survivor of the so-called ""conversion therapy"" movement speak out about its harm to the LGBTQ+ community and its devastating persistence."
tid220,Shiny_Flakes: The Teenage Drug Lord,Movie,2021-08-03,TV-MA,"Max S. reveals how he built a drug empire from his childhood bedroom in this story that inspired the series ""How to Sell Drugs Online (Fast)."""
tid221,Beethoven,Movie,2021-08-01,PG,"A father reluctantly agrees to let his children keep a St. Bernard puppy, but the playful pooch soon turns into a full-grown engine of destruction."
tid222,Beethoven's 2nd,Movie,2021-08-01,PG,"After St. Bernard Beethoven sires a brood with Missy, he and the Newton kids must intervene when Missy's owner tries to sell the puppies."
tid223,Beowulf,Movie,2021-08-01,PG-13,This deftly animated take on a legendary Old English epic tells the timeless tale of a Scandinavian hero who's known for slaying dragons.
tid224,Boyka: Undisputed,Movie,2021-08-01,R,The fourth film in the action franchise finds Boyka taking on brutal gangsters to protect the widow of a man he unintentionally killed in the ring.
tid225,Catch Me If You Can,Movie,2021-08-01,PG-13,"An FBI agent makes it his mission to put cunning con man Frank Abagnale Jr. behind bars. But Frank not only eludes capture, he revels in the pursuit."
tid226,Cloudy with a Chance of Meatballs,Movie,2021-08-01,PG,"When inventor Flint Lockwood makes clouds rain food, the citizens of Chewandswallow can feed themselves. But a bowl of disaster is about to overflow."
tid227,Deep Blue Sea,Movie,2021-08-01,R,Scientists conduct research on sharks in search of an Alzheimer's cure. But a dangerous shortcut leads to huge sharks with near-human intelligence.
tid228,Ferris Bueller's Day Off,Movie,2021-08-01,PG-13,"After faking an illness to skip school, popular teen Ferris Bueller enjoys a fun-filled day in Chicago with his girlfriend and his uptight best friend."
tid229,Five Feet Apart,Movie,2021-08-01,PG-13,A teen with cystic fibrosis shakes up her daily routine and challenges hospital protocol when she falls for a fellow patient.
