Show_ID,Type,Title,Category,Date_Added,Rating,Director,Description
s5499,Movie,A Yellow Bird,"Dramas, Independent Movies, International Movies",2017-05-01,TV-MA,K. Rajagopal,"In Singapore, a homeless ex-convict hoping to reunite with his family forms a bond with a Chinese sex worker while serving as her bodyguard."
s5500,Movie,Chaahat,"Dramas, International Movies, Romantic Movies",2017-05-01,TV-14,Mahesh Bhatt,A vulnerable singer is forced to choose between the girl he loves and another who has developed an unhealthy obsession with him.
s5501,Movie,English Babu Desi Mem,"Comedies, Dramas, International Movies",2017-05-01,TV-14,Praveen Nischol,"After his brother dies, wealthy Vikram reluctantly returns to India and forms a surprise bond with his orphaned nephew and the showgirl raising him."
s5502,Movie,He Even Has Your Eyes,"Comedies, International Movies",2017-05-01,TV-MA,Lucien Jean-Baptiste,"When French-African couple Paul and Sali discover the longed-for baby they are about to adopt is white, family chaos and confrontation ensue."
s5503,Movie,In the Shadow of Iris,"Dramas, International Movies, Thrillers",2017-05-01,TV-MA,Jalil Lespert,"The sudden disappearance of a wealthy banker's wife cracks open a dizzying world of secret fetishes, desperate acts and elaborate deceptions."
s5505,Movie,Kiss & Cry,"Dramas, International Movies, Romantic Movies",2017-05-01,TV-MA,Sean Cisterna,"Faced with a rare form of throat cancer, teen figure skater Carley Allison finds strength in singing for an online audience in this biopic."
s5506,Movie,Loev,"Dramas, Independent Movies, International Movies",2017-05-01,TV-MA,Sudhanshu Saria,Lives are upended when a hiking trip leads a Wall Street hotshot to explore his true feelings for an old pal who’s disenchanted with his boyfriend.
s5507,Movie,Mostly Sunny,"Documentaries, International Movies",2017-05-01,TV-MA,Dilip Mehta,"Explore the unconventional career of Sunny Leone, who transitioned from adult film star to Bollywood actress and reality TV star."
s5508,Movie,The Next Skin,"Dramas, International Movies",2017-05-01,TV-MA,"Isaki Lacuesta, Isa Campo","When a withdrawn, long-missing teenager reappears in a chilly alpine town, his heartbroken family begins to wonder if he's actually who he says he is."
s5512,Movie,Rodney King,Dramas,2017-04-28,TV-MA,Spike Lee,Roger Guenveur Smith gives voice to the man at the center of the brutal police beating that helped fuel the 1992 LA riots. Spike Lee directs.
s5513,Movie,Small Crimes,"Dramas, Thrillers",2017-04-28,TV-MA,Evan Katz,"After serving a six-year prison sentence, an ex-cop tries to rebuild his life in his hometown, but gets caught up in the fallout from his past."
s5516,Movie,Dear Zindagi,"Comedies, Dramas, International Movies",2017-04-25,TV-14,Gauri Shinde,A young cinematographer with a bright professional future and a lack of empathy learns the importance of balancing ambition with humanity.
s5517,Movie,Shepherds and Butchers,"Dramas, International Movies",2017-04-25,R,Oliver Schmitz,"When a young prison guard commits murder in South Africa, an ardent lawyer aims to prove he was psychologically unbalanced by his role in executions."
s5518,Movie,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,"Comedies, International Movies",2017-04-25,TV-MA,"Felix Herngren, Måns Herngren","In need of money, an eccentric ex-spy and his younger octogenarian partner embark on an international quest for a valuable Soviet soda formula."
s5519,Movie,Vir Das: Abroad Understanding,Stand-Up Comedy,2017-04-25,TV-MA,Marcus Raboy,"Comedian Vir Das tackles nationalism, globalism, good food and bad politics in two cleverly crosscut performances in New York and New Delhi."
s5523,Movie,Sand Castle,"Action & Adventure, Dramas, Independent Movies",2017-04-21,TV-MA,Fernando Coimbra,"After the invasion of Iraq in 2003, a reluctant soldier's platoon is dispatched on a dangerous mission to repair a hostile village's water system."
s5525,Movie,Tramps,"Dramas, Independent Movies, Romantic Movies",2017-04-21,TV-MA,Adam Leon,"Pulled into a shady briefcase swap for different reasons, young strangers Danny and Ellie spend an eventful night together when the deal goes wrong."
s5526,Movie,Lucas Brothers: On Drugs,Stand-Up Comedy,2017-04-18,TV-MA,Jay Chapman,"Deadpan twin comics Keith and Kenny Lucas take the stage in Brooklyn with a set that touches on drugs, race, Deion Sanders, teachers and O.J. Simpson."
s5527,Movie,Bibi & Tina,"Children & Family Movies, Music & Musicals",2017-04-15,TV-PG,Detlev Buck,Teen witch Bibi and horse-loving Tina face trouble when a posh girl flirts with Tina's boyfriend and a crook sets his greedy eyes on a promising foal.
s5528,Movie,Bibi & Tina II,"Children & Family Movies, Music & Musicals",2017-04-15,TV-14,Detlev Buck,"When robbers hit Falkenstein castle, teen witch Bibi and pal Tina hunt for the crooks, then devise a plan to save the neighbors' failing ranch."
s5529,Movie,Bibi & Tina: Girls Versus Boys,"Children & Family Movies, Music & Musicals",2017-04-15,TV-14,Detlev Buck,"At summer camp, young Bibi and her friends are pitted against the boys in a treasure hunt. But what's a witch to do when she loses her powers?"
s5530,Movie,Slam,"Comedies, Dramas, International Movies",2017-04-15,TV-MA,Andrea Molaioli,"Teen father-to-be Sam imagines his future as a young parent and finds a surprising mentor while reading about his idol, pro skateboarder Tony Hawk."
s5531,Movie,The Wedding Party,"Comedies, Dramas, International Movies",2017-04-15,TV-14,Kemi Adetiba,"As their big day arrives, a couple's lavish wedding plans turn into a nightmare of exes, fighting parents and uninvited guests."
s5532,Movie,Arctic Heart,"Dramas, International Movies, Romantic Movies",2017-04-14,TV-14,Marie Madinier,"Madly in love with a brilliant scientist studying an immunizing protein produced by penguins, a timid med student offers her body to his research."
s5533,Movie,Our Lovers,"Comedies, Dramas, International Movies",2017-04-14,TV-MA,Miguel Ángel Lamata,"A love-challenged man and a woman he meets at a bookshop bar begin dating, but only at the shop – and without knowing anything about each other."
s5534,Movie,Sandy Wexler,Comedies,2017-04-14,TV-14,Steven Brill,"When a hapless but dedicated talent manager signs his first client who actually has talent, his career finally starts to take off."
s5535,Movie,Macho,"Comedies, International Movies, LGBTQ Movies",2017-04-12,TV-MA,Antonio Serrano,A famous designer who's always pretended to be gay finds himself in crisis mode when threatened with exposure as the woman-chasing straight guy he is.
s5536,Movie,Kevin Hart: What Now?,Stand-Up Comedy,2017-04-11,R,Leslie Small,"Frenetic comic Kevin Hart hits Philadelphia and dishes on suburban wildlife, jean shorts and the fine art of getting even with a 7-year-old."
s5537,Movie,Frat Star,Comedies,2017-04-10,TV-MA,"Grant S. Johnson, Ippsie Jones",A freshman uninterested in joining a fraternity is convinced to pledge by a rich roommate who introduces him to a world darker than he ever dreamed.
s5540,Movie,The Lighthouse of the Orcas,"Dramas, International Movies, Romantic Movies",2017-04-07,TV-MA,Gerardo Olivares,A mother travels to Patagonia with her autistic son with the hopes that a ranger and a pod of wild orcas can help him find an emotional connection.
s5541,Movie,Win It All,"Comedies, Independent Movies, Romantic Movies",2017-04-07,TV-MA,Joe Swanberg,"After losing $50,000 that wasn't his, gambling addict Eddie starts to rebuild his life. But an unwelcome surprise pushes him toward his old ways."
s5544,Movie,Couples Counseling,"Comedies, Dramas, International Movies",2017-04-01,TV-MA,Alexandre Reinecke,A seasoned couples therapist comes to realize she might need help with her own marriage after meeting a new pair of young clients.
s5545,Movie,Deuces,Dramas,2017-04-01,TV-MA,Jamal Hill,"Assigned to go undercover to take down an impenetrable crime ring, a detective finds himself falling under the sway of its enigmatic leader."
s5546,Movie,Elaan,"Action & Adventure, Cult Movies, International Movies",2017-04-01,TV-14,K. Ramanlal,"Journalist Naresh is hired to probe illegal activities on an island. When he's captured, a fellow prisoner gives him a ring with magic powers."
s5547,Movie,Five Nights in Maine,"Dramas, Independent Movies",2017-04-01,TV-MA,Maris Curran,"After his wife dies in a car accident, a grief-stricken man visits his estranged mother-in-law in Maine, where they try to help each other heal."
s5548,Movie,Killa,"Dramas, International Movies",2017-04-01,TV-14,Avinash Arun,Growing up poses challenges for Chinu when he moves from city to country and encounters a youth culture far different from what he's used to.
s5550,Movie,Salaakhen,"Action & Adventure, International Movies, Music & Musicals",2017-04-01,TV-14,A. Salaam,"Two close childhood friends take drastically different paths in life, but meet by chance years later and fall in love, unaware of their past bond."
s5551,Movie,Skins,"Dramas, International Movies",2017-04-01,TV-MA,Eduardo Casanova,"Deformed, disfigured characters must find a way to deal with society shunning their differences in this darkly comic social drama."
s5552,Movie,The Tenth Man,"Dramas, International Movies",2017-04-01,TV-MA,Daniel Burman,"After spending much of his adult life in New York, an affable economist returns home to Buenos Aires and tries to reconnect with his aloof father."
s5553,Movie,Toro,"Dramas, International Movies, Thrillers",2017-04-01,TV-MA,Kike Maíllo,Ex-con Toro's brother and former partner in crime makes a desperate plea for help that may put Toro back behind bars ... if he survives at all.
s5556,TV Show,Hoff the Record,"British TV Shows, TV Comedies",2017-03-31,TV-MA,Gordon Anderson,"TV star David Hasselhoff hopes to reboot his career in the U.K., but both his comeback plans and his personal life keep going off the rails."
s5557,Movie,The Discovery,"Dramas, Independent Movies, Romantic Movies",2017-03-31,TV-MA,Charlie McDowell,"A scientist whose proof of an afterlife caused a rash of suicides forges ahead with his research, while his disapproving son falls for a troubled woman."
s5558,Movie,Jo Koy: Live from Seattle,Stand-Up Comedy,2017-03-28,TV-MA,Shannon Hartman,"Between raising a teenage boy and growing up with a Filipino mother, stand-up comic Jo Koy has been through a lot. He's here to tell you all about it."
s5560,Movie,Felipe Neto: My Life Makes No Sense,Stand-Up Comedy,2017-03-24,TV-MA,Diego Pignataro,"YouTube sensation Felipe Neto brings the stories from his autobiographical book ""Não Faz Sentido!"" to the stage in this comedy special."
s5561,Movie,The C Word,Documentaries,2017-03-24,TV-14,Meghan O'Hara,"To solve the mystery of cancer, challenging the status quo is a must. Witness how lifestyle and societal changes may help beat the disease."
s5562,Movie,The Most Hated Woman in America,Dramas,2017-03-24,TV-MA,Tommy O'Haver,"This drama follows the controversial life of outspoken atheist Madalyn Murray O'Hair, from her landmark court battles to her infamous abduction."
s5563,TV Show,Dave Chappelle,"Stand-Up Comedy & Talk Shows, TV Comedies",2017-03-21,TV-MA,Stan Lathan,"Comedy icon Dave Chappelle makes his triumphant return to the screen with a pair of blistering, fresh stand-up specials."
s5565,Movie,Best Worst Thing That Ever Could Have Happened,Documentaries,2017-03-18,TV-MA,Lonny Price,"The cast and crew of the 1981 Broadway musical ""Merrily We Roll Along"" recall joy and heartbreak during the production of a surefire hit that wasn't."
s5566,Movie,Deidra & Laney Rob a Train,"Comedies, Dramas, Independent Movies",2017-03-17,TV-14,Sydney Freeland,"With their mother in jail and bills piling up, ambitious small-town teens Deidra and Laney plot a series of train robberies to keep themselves afloat."
s5569,Movie,Pandora,"Dramas, International Movies, Thrillers",2017-03-17,TV-MA,Jung-woo Park,"When an earthquake hits a Korean village housing a run-down nuclear power plant, a man risks his life to save the country from imminent disaster."
s5571,Movie,Howards End,"Classic Movies, Dramas, Independent Movies",2017-03-16,PG,James Ivory,"When a husband, acting in his family's ""best interest,"" does not accept his wife's deathbed wish, providence dictates that he pay for his duplicity."
s5572,Movie,Asoka,"Action & Adventure, Dramas, International Movies",2017-03-15,R,Santosh Sivan,This elaborate Bollywood epic dramatizes one man's transformation from a vengeful and cunning warrior into a legendary leader and teacher of Buddhism.
s5573,Movie,"Bon Cop, Bad Cop","Action & Adventure, Comedies, International Movies",2017-03-15,TV-MA,Erik Canuel,An English-speaking officer from Toronto and a French-speaking cop from Montreal are forced to work together to solve a crime.
s5574,Movie,Notes on Blindness,"Documentaries, Dramas, International Movies",2017-03-15,TV-PG,"Peter Middleton, James Spinney","Based on the audio diaries of academic and theologian John Hull, this film offers an impressionistic re-creation of his slow descent into blindness."
s5575,Movie,One 2 Ka 4,"Action & Adventure, Comedies, Dramas",2017-03-15,TV-14,Shashilal K. Nair,"When his partner is killed, a young cop is forced to care for the man's four children, and solicits the help of a woman who moves in with them."
s5577,Movie,Jim Norton: Mouthful of Shame,Stand-Up Comedy,2017-03-14,TV-MA,Shannon Hartman,"In this unrestricted jaunt through a gleefully filthy mind, comic Jim Norton offers a personal perspective on romance, desire and sexual proclivities."
s5578,Movie,100 Meters,"Dramas, International Movies, Sports Movies",2017-03-10,TV-MA,Marcel Barrena,"A man who is diagnosed with multiple sclerosis responds by training for an Ironman triathlon, with his cranky father-in-law's help."
s5580,Movie,Burning Sands,"Dramas, Independent Movies",2017-03-10,TV-MA,Gerard McMurray,Promising student Zurich opens his eyes to some hard truths when his fraternity's violent hazing escalates into a disastrous hell night.
s5582,Movie,The Butterfly's Dream,"Dramas, International Movies, Romantic Movies",2017-03-10,TV-PG,Yılmaz Erdoğan,"Forced to work in a coal mine during World War II, two young poets find some escape when they both fall for the same woman."
s5583,Movie,Amy Schumer: The Leather Special,Stand-Up Comedy,2017-03-07,TV-MA,Amy Schumer,"Comic sensation Amy Schumer riffs on sex, dating and the absurdities of fame in a bold and uncensored stand-up set at Denver's Bellco Theater."
s5585,Movie,Nila,"Dramas, International Movies, Romantic Movies",2017-03-01,TV-MA,Selvamani Selvaraj,"When a cabbie chances upon his childhood sweetheart, he tries to rekindle old feelings but finds that mature love is a more complicated matter."
s5587,Movie,Mike Birbiglia: Thank God for Jokes,Stand-Up Comedy,2017-02-28,TV-MA,"Seth Barrish, Mike Birbiglia","Comedian Mike Birbiglia takes the stage in Brooklyn and hits on hard truths about puppets, late people and the very real dangers of being funny."
s5588,Movie,Force 2,"Action & Adventure, International Movies",2017-02-27,TV-14,Abhinay Deo,"An ex-cop investigates the death of his best friend and two other spies, killings that lead to a mole operating from India's embassy in Budapest."
s5589,Movie,Jonas,"Dramas, International Movies",2017-02-26,TV-MA,Lô Politi,"During Carnival, two teens from different classes meet years after being kept apart. Bad decisions lead the boy to hide with the girl inside a float."
s5590,Movie,Operações Especiais,"Action & Adventure, International Movies",2017-02-25,TV-MA,Tomas Portella,"In a crime-plagued area of Rio de Janeiro, a team of honest cops, including a determined rookie, fights corruption and mistrust on all sides."
s5591,Movie,I Don't Feel at Home in This World Anymore,"Dramas, Independent Movies, Thrillers",2017-02-24,TV-MA,Macon Blair,A timid nursing assistant gets a new lease on life when she and a neighborhood loner track down the degenerates who broke into her house.
s5595,Movie,Trevor Noah: Afraid of the Dark,Stand-Up Comedy,2017-02-21,TV-14,David Paul Meyer,"The ""Daily Show"" host ponders the perils of naming countries, how traffic lights turn New Yorkers invincible and why you shouldn't drink in Scotland."
s5596,Movie,Boy Missing,"International Movies, Thrillers",2017-02-19,TV-MA,Mar Targarona,"When her son is kidnapped and later found traumatized, a lawyer takes justice into her own hands, causing events that spiral out of control."
s5597,Movie,Growing Up Wild,"Children & Family Movies, Documentaries",2017-02-19,G,Keith Scholey,"Five baby animals from different parts of the world grow up learning to survive in the wild, nurtured by the love and guidance of their families."
s5598,Movie,Tini: The New Life of Violetta,"Children & Family Movies, Music & Musicals",2017-02-19,G,Juan Pablo Buscarini,"After completing a world tour, a teen pop star spends the summer at an Italian villa to recover from heartbreak and grow into a mature artist."
s5600,Movie,Rocky Handsome,"Action & Adventure, International Movies",2017-02-17,TV-MA,Nishikant Kamat,A reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter.
s5601,Movie,A Heavy Heart,"Dramas, Independent Movies, International Movies",2017-02-15,TV-MA,Thomas Stuber,"Long past his heyday, a still-virile boxer tries to reconnect with his daughter as he confronts the onset of a terminal, degenerative neural disorder."
s5605,Movie,The Fury of a Patient Man,"International Movies, Thrillers",2017-02-15,TV-MA,Raúl Arévalo,"After his lover is killed in a jewelry store robbery, quiet José romances café owner Ana, who's unaware he has other motivations."
s5606,Movie,The Memory of Water,"Dramas, International Movies",2017-02-15,TV-MA,Matías Bize,"When the accidental death of a couple's young son sends them grieving in opposite directions, they're forced to re-examine their life and marriage."
s5607,Movie,Girlfriend's Day,"Comedies, Independent Movies",2017-02-14,TV-MA,Michael Paul Stephenson,"When he's caught up in a deadly conspiracy, an unemployed greeting card writer must create the perfect card for a new holiday to save his skin."
s5608,Movie,Katherine Ryan: In Trouble,Stand-Up Comedy,2017-02-14,TV-MA,Colin Dench,"Stand-up comic Katherine Ryan reminisces about unusual relationships, life in the hometown she hates and the time she enraged an entire nation."
s5611,Movie,David Brent: Life on the Road,"Comedies, International Movies, Music & Musicals",2017-02-10,TV-MA,Ricky Gervais,"With ""The Office"" long in the past, middling salesman David Brent ditches work and goes on tour with his rock band in a disastrous stab at stardom."
s5614,Movie,"Michael Bolton's Big, Sexy Valentine's Day Special","Comedies, Music & Musicals, Romantic Movies",2017-02-07,TV-MA,"Scott Aukerman, Akiva Schaffer","After Santa tells him he needs 75,000 new babies by Christmas to meet toy supply, Michael Bolton hosts a telethon to inspire the world to make love."
s5615,Movie,Daniel Sosa: Sosafado,Stand-Up Comedy,2017-02-03,TV-MA,"Raúl Campos, Jan Suter","Comedian Daniel Sosa inhabits various characters, including a Tupperware dealer, a thirsty priest and a Trojan horse soldier in this stand-up special."
s5616,Movie,Imperial Dreams,Dramas,2017-02-03,TV-MA,Malik Vitthal,"A young father returns home from jail eager to care for his son and become a writer, but crime, poverty and a flawed system threaten his plans."
s5617,Movie,Dilwale,"Action & Adventure, Dramas, International Movies",2017-02-01,TV-PG,Rohit Shetty,"A young couple falls in love, but conflicting loyalties drive them apart. Years later, fate intervenes and hands them a second chance."
s5618,Movie,Happy New Year,"Action & Adventure, Comedies, Dramas",2017-02-01,TV-14,Farah Khan,A revenge-seeking diamond thief gathers a ragtag crew to infiltrate a Dubai hotel hosting a dance contest. But first they have to learn how to dance.
s5619,Movie,Haraamkhor,"Dramas, Independent Movies, International Movies",2017-02-01,TV-14,Shlok Sharma,"A selfish, manipulative schoolteacher takes advantage of a schoolgirl's vulnerability to gratify his dark, narcissistic desires."
s5620,Movie,Heroes Wanted,"Action & Adventure, Comedies, International Movies",2017-02-01,TV-MA,Joaquín Mazón,"When its special ops agency is wiped out, Spain hastily assembles a new team to defuse a terrorist plot. But who are these scrappy would-be heroes?"
s5621,Movie,The Reconquest,"Dramas, International Movies, Romantic Movies",2017-02-01,TV-MA,Jonás Trueba,"Years after they were childhood sweethearts, Manuela and Olmo share a night in Madrid, where they discuss their past and the possibility of a future."
s5622,Movie,Zapped,"Children & Family Movies, Comedies",2017-02-01,TV-Y,Peter DeLuise,A girl discovers a dog-training app that can get boys to obey her every command. But she soon learns that it isn't the cure-all she had hoped for.
s5623,Movie,Bill Burr: Walk Your Way Out,Stand-Up Comedy,2017-01-31,TV-MA,Jay Karas,"No-nonsense comic Bill Burr takes the stage in Nashville and riffs on fast food, overpopulation, dictators and gorilla sign language."
s5624,Movie,Semana Santa,"Dramas, International Movies",2017-01-31,TV-MA,Alejandra Márquez Abella,"A single mother, her boyfriend and her 8-year-old son take a weeklong resort vacation, during which secrets and relationship strains take their toll."
s5625,Movie,Journey to Greenland,"Comedies, International Movies",2017-01-29,TV-14,Sébastien Betbeder,"When they flee Paris for a remote village in Greenland, two part-time actors become immersed in the archaic Inuit culture and forge unexpected bonds."
s5626,Movie,IBOY,"International Movies, Sci-Fi & Fantasy, Thrillers",2017-01-27,TV-MA,Adam Randall,"When shards of a cell phone get lodged in a teenager's brain, he discovers he can control electronic devices and uses his newfound power for revenge."
s5627,Movie,O Silêncio do Céu,"Dramas, International Movies",2017-01-25,TV-MA,Marco Dutra,"After being raped in her home, a married woman chooses not to tell her husband, unaware that he has his own troubled secret and a plan for revenge."
s5628,Movie,Cristela Alonzo: Lower Classy,Stand-Up Comedy,2017-01-24,TV-MA,Marcus Raboy,"The irrepressible Alonzo skewers Latino stereotypes, pricey luxuries and her mother's tough-love parenting in a night of sly and infectious comedy."
s5629,Movie,Gad Gone Wild,Stand-Up Comedy,2017-01-23,TV-MA,Mario Rouleau,French comic Gad Elmaleh regales a Montreal crowd with tales of awkward mix-ups and baffling customs he's encountered since moving to the U.S.
s5630,Movie,Pink,"Dramas, International Movies",2017-01-20,TV-14,Aniruddha Roy Chowdhury,"A sexual assault victim, unjustly tried for the attempted murder of her attacker, is defended by a retired lawyer who challenges India's rape culture."
s5631,Movie,Take the 10,Comedies,2017-01-20,TV-MA,Chester Tam,Two buddies working dead-end cashier jobs endure a mind-blowing series of events on their quest to get to the hip-hop show of their lives.
s5632,Movie,Neal Brennan: 3 Mics,Stand-Up Comedy,2017-01-17,TV-MA,Neal Brennan,"Wicked one-liners and soul-baring confessions converge in this uniquely intimate stand-up special from ""Chappelle's Show"" co-creator Neal Brennan."
s5633,Movie,Berlin Calling,"Dramas, International Movies, Music & Musicals",2017-01-15,TV-MA,Hannes Stöhr,"DJ Ickarus is at the top of his game, dazzling fans and touring the world – until he gets locked in the loony bin after taking a few too many drugs."
s5634,Movie,Sarajevo,"Dramas, International Movies",2017-01-15,TV-PG,Andreas Prochaska,"Tasked with unraveling the assassination of Archduke Franz Ferdinand, an honorable magistrate finds himself targeted by the shadowy perpetrators."
s5635,Movie,Stereo,"International Movies, Thrillers",2017-01-15,TV-MA,Maximilian Erlenwein,"Erik's peaceful rural family life is shaken by the arrival of sinister figures who claim to know him and a mysterious ""friend"" who may not even exist."
s5636,Movie,We Are Young. We Are Strong.,"Dramas, International Movies",2017-01-15,TV-MA,Burhan Qurbani,"In 1992, three radically different residents of Rostock, Germany, become entangled in a violent xenophobic riot that rocks the beleaguered city."
s5638,Movie,Clinical,"Horror Movies, Thrillers",2017-01-13,TV-MA,Alistair Legrand,A psychiatrist is plagued by flashbacks to a terrifying attack as she treats a new patient who was horribly disfigured in an accident.
s5639,Movie,Very Big Shot,"Comedies, Dramas, International Movies",2017-01-12,TV-MA,Mir-Jean Bou Chaaya,"When three brothers struggling to go straight become targets of a criminal underworld, they use the making of a movie as a front to transport drugs."
s5640,Movie,Jim Gaffigan: Cinco,Stand-Up Comedy,2017-01-10,TV-14,Jeannie Gaffigan,America's king of clean comedy delivers wickedly funny jokes in his fifth hour-long special.
s5642,Movie,Under the Shadow,"Horror Movies, International Movies, Thrillers",2017-01-07,PG-13,Babak Anvari,"During the Iran-Iraq conflict, a Tehran woman caring for her daughter while her husband is at war is gradually convinced evil spirits are at work."
s5643,Movie,Coin Heist,"Children & Family Movies, Dramas",2017-01-06,TV-14,Emily Hagins,"When a crisis threatens to destroy their high school, four teens hatch a daring plan to raise $10 million. Step one? Breaking into the U.S. Mint."
s5644,Movie,LEGO: Marvel Super Heroes: Maximum Overload,Children & Family Movies,2017-01-06,TV-Y7,Greg Richardson,Villainous Loki is amassing an army to conquer Earth! His antics are keeping Spider-Man and S.H.I.E.L.D. busy as they tackle a host of bad guys.
s5645,Movie,Rampage: President Down,"Action & Adventure, International Movies",2017-01-05,TV-MA,Uwe Boll,"Lone-wolf vigilante Bill Williamson is back, taking aim at the U.S. government and eluding the pursuit of two FBI agents who are on his trail."
s5646,Movie,Marvel's Hulk: Where Monsters Dwell,"Children & Family Movies, Sci-Fi & Fantasy",2017-01-04,PG,Mitch Schauer,"On Halloween, the Hulk and Dr. Strange battle monsters wreaking havoc on New York and uncover an evil plot by Nightmare, ruler of the Dream Dimension."
s5647,Movie,Jen Kirkman: Just Keep Livin’?,Stand-Up Comedy,2017-01-03,TV-MA,Lance Bangs,"Incisive comic Jen Kirkman gets real about women's bodies, the value of alone time and an Italian private tour guide who may have been a ghost."
s5648,Movie,Autohead,"Dramas, International Movies, Thrillers",2017-01-01,TV-MA,Rohit Mittal,A production crew that thinks it's making a documentary about a humble Mumbai rickshaw driver unmasks a horrifying truth about their film's subject.
s5649,Movie,Bee Movie,"Children & Family Movies, Comedies",2017-01-01,PG,"Steve Hickner, Simon J. Smith","Barry, a worker bee stuck in a dead-end job making honey, sues humans when he learns they've been stealing bees' nectar all along."
s5650,Movie,Headwinds,"Dramas, Independent Movies, International Movies",2017-01-01,TV-MA,Jalil Lespert,"After his wife inexplicably disappears, a man takes their two children and relocates to his hometown in an attempt to end their grief and move on."
s5652,Movie,Udta Punjab,"Dramas, International Movies",2017-01-01,TV-MA,Abhishek Chaubey,"Drug abuse and the darker side of Punjab rear their heads in the intense, interwoven tales of a cop, a doctor, a migrant worker and a rock star."
s5653,Movie,Mr. Pig,"Dramas, Independent Movies, International Movies",2016-12-31,TV-MA,Diego Luna,An aging California pig farmer whose property is on the brink of foreclosure makes a last-ditch trip across the border to sell his prized hog.
s5657,Movie,7:19,"Dramas, International Movies",2016-12-23,TV-MA,Jorge Michel Grau,"After a devastating earthquake hits Mexico City, trapped survivors from all walks of life wait to be rescued while trying desperately to stay alive."
s5658,Movie,Garfunkel and Oates: Trying to be Special,"Music & Musicals, Stand-Up Comedy",2016-12-23,TV-MA,"Riki Lindhome, Jeremy Konner",Garfunkel and Oates put on a surprise-filled show in Seattle in hopes of raising enough money to make their own comedy special.
s5660,Movie,A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir,Movies,2016-12-20,TV-Y7,Thomas Astruc,Parisian teen Marinette transforms herself into superhero Ladybug to find her lonely secret crush Adrien when he runs away from home at Christmas.
s5661,Movie,Gabriel lglesias: I’m Sorry For What I Said When I Was Hungry,Stand-Up Comedy,2016-12-20,TV-14,Manny Rodriguez,"Hawaiian-shirt enthusiast Gabriel ""Fluffy"" Iglesias finds the laughs in racist gift baskets, Prius-driving cops and all-female taco trucks."
s5662,Movie,Barry,Dramas,2016-12-16,TV-MA,Vikram Gandhi,"A young Barack Obama forges his identity while dealing with race, divergent cultures and ordinary life as a New York City college student."
s5664,Movie,Sister Cities,Dramas,2016-12-16,TV-MA,Sean Hanish,"After years of estrangement, four sisters gather in the wake of their mother's death, which may or may not have been a suicide."
s5665,Movie,3 Türken & ein Baby,"Comedies, International Movies",2016-12-15,TV-MA,Sinan Akkuş,The lives of three dissatisfied brothers running a family bridal shop turn topsy-turvy when one of them has to care for his ex-girlfriend's baby.
s5667,Movie,Eddie - Strongman,"Documentaries, Sports Movies",2016-12-15,TV-MA,Matt Bell,British strongman Eddie Hall wants to be the strongest man in the world. This documentary reveals the grueling life choices that fuel his obsession.
s5675,TV Show,Merlin,"British TV Shows, International TV Shows, TV Action & Adventure",2016-12-15,TV-PG,James Hawes,"This family-oriented retelling of the King Arthur legend finds Merlin arriving in Camelot, where he hones his magic skills with the help of his uncle."
s5677,Movie,Sand Storm,"Dramas, Independent Movies, International Movies",2016-12-15,TV-PG,Elite Zexer,"When a Bedouin patriarch takes a second bride, his first wife chafes against her changing status while his daughter chases her own dreams of autonomy."
s5679,Movie,Ricardo O'Farrill: Abrazo navideño,Stand-Up Comedy,2016-12-12,TV-MA,"Raúl Campos, Jan Suter","The expressive Ricardo O'Farrill uses his astute comedic sensibilities to tease Christmas traditions, and not even Santa Claus escapes unscathed."
s5680,Movie,Asperger's Are Us,Documentaries,2016-12-11,TV-MA,Alex Lehmann,A comedy troupe of four friends on the autism spectrum prepares for a final show before its members go their separate ways.
s5682,Movie,Mariah Carey's Merriest Christmas,"Children & Family Movies, Music & Musicals",2016-12-09,TV-G,James Yukich,"Pop music superstar Mariah Carey hosts this all-star holiday celebration with special guests and a celebrity reading of ""The Night Before Christmas."""
s5683,Movie,Spectral,"Action & Adventure, Sci-Fi & Fantasy",2016-12-09,TV-14,Nic Mathieu,"When an otherworldly force wreaks havoc on a war-torn European city, an engineer teams up with an elite Special Ops unit to stop it."
s5686,Movie,Other People,"Comedies, Dramas, Independent Movies",2016-12-08,TV-MA,Chris Kelly,"After a bad breakup, a struggling New York comedy writer tries to don a brave face and care for his dying mother in Sacramento."
s5688,Movie,Blue Jay,"Dramas, Independent Movies, Romantic Movies",2016-12-06,TV-MA,Alex Lehmann,"Two former high school sweethearts unexpectedly reunite in their old hometown, where they rediscover their magical bond and face a shared regret."
s5689,Movie,One in a Billion,"Documentaries, Sports Movies",2016-12-06,TV-14,Roman Gackowski,Follow the journey of Satnam Singh Bhamara as he works to fulfill his dream of becoming the first India-born player to be drafted into the NBA.
s5690,Movie,Reggie Watts: Spatial,"Music & Musicals, Stand-Up Comedy",2016-12-06,TV-MA,Benjamin Dickinson,"The comic innovator delivers a surreal set blending experimental songs, jokes about grits, guns and drugs, and other improvised comedy adventures."
